route_id,system_a_id,system_a_name,system_b_id,system_b_name,cluster_a,cluster_b,route_class,baseline_status,priority_travel_band,civilian_travel_band,source,narrative_note
RT-0774,M05-09,Hessan,M05-10,Bexan,Glasswater,Glasswater,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0775,M05-10,Bexan,M05-11,Sorinor,Glasswater,Glasswater,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0776,M05-11,Sorinor,M05-12,Galener,Glasswater,Glasswater,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0777,M06-01,Veyara,M06-02,Junoas,Helion Span,Helion Span,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0778,M06-08,Halees,M06-01,Veyara,Helion Span,Helion Span,cluster gateway spoke,intermittent,0.5–1.5 days,1–4 days,deterministic gateway spoke,Helion Span gateway access
RT-0779,M06-12,Ulenor,M06-01,Veyara,Helion Span,Helion Span,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0780,M06-02,Junoas,M06-03,Veyor,Helion Span,Helion Span,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0781,M06-08,Halees,M06-02,Junoas,Helion Span,Helion Span,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Helion Span gateway access
RT-0782,M06-03,Veyor,M06-04,Merekorn,Helion Span,Helion Span,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0783,M06-04,Merekorn,M06-05,Darineon,Helion Span,Helion Span,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0784,M06-08,Halees,M06-04,Merekorn,Helion Span,Helion Span,cluster gateway spoke,damaged,0.5–1.5 days,1–4 days,deterministic gateway spoke,Helion Span gateway access
RT-0785,M06-05,Darineon,M06-06,Noxessa,Helion Span,Helion Span,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0786,M06-06,Noxessa,M06-07,Veyorn,Helion Span,Helion Span,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0787,M06-07,Veyorn,M06-08,Halees,Helion Span,Helion Span,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Helion Span local continuity route
RT-0788,M06-08,Halees,M06-09,Noxeon,Helion Span,Helion Span,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Helion Span local continuity route
RT-0789,M06-08,Halees,M06-10,Haleara,Helion Span,Helion Span,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Helion Span gateway access
RT-0790,M06-08,Halees,M07-06,Corune,Helion Span,Tern Relay,regional,stable,1–4 days,2–14 days,cluster backbone,Middle corridor
RT-0791,M06-09,Noxeon,M06-10,Haleara,Helion Span,Helion Span,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0792,M06-10,Haleara,M06-11,Rina,Helion Span,Helion Span,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0793,M06-11,Rina,M06-12,Ulenor,Helion Span,Helion Span,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Helion Span local continuity route
RT-0794,M07-01,Corin,M07-02,Amonyr,Tern Relay,Tern Relay,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0795,M07-06,Corune,M07-01,Corin,Tern Relay,Tern Relay,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Tern Relay gateway access
RT-0796,M07-12,Navaiel,M07-01,Corin,Tern Relay,Tern Relay,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0797,M07-02,Amonyr,M07-03,Sorinion,Tern Relay,Tern Relay,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0798,M07-06,Corune,M07-02,Amonyr,Tern Relay,Tern Relay,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Tern Relay gateway access
RT-0799,M07-03,Sorinion,M07-04,Karaora,Tern Relay,Tern Relay,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0800,M07-04,Karaora,M07-05,Merekos,Tern Relay,Tern Relay,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0801,M07-06,Corune,M07-04,Karaora,Tern Relay,Tern Relay,cluster gateway spoke,damaged,0.5–1.5 days,1–4 days,deterministic gateway spoke,Tern Relay gateway access
RT-0802,M07-05,Merekos,M07-06,Corune,Tern Relay,Tern Relay,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Tern Relay local continuity route
RT-0803,M07-06,Corune,M07-07,Velaeth,Tern Relay,Tern Relay,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Tern Relay local continuity route
RT-0804,M07-06,Corune,M07-10,Wrenis,Tern Relay,Tern Relay,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Tern Relay gateway access
RT-0805,M07-06,Corune,M07-12,Navaiel,Tern Relay,Tern Relay,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Tern Relay gateway access
RT-0806,M07-06,Corune,M08-09,Miraora,Tern Relay,Oriel Chain,regional,stable,1–4 days,2–14 days,cluster backbone,Middle corridor
RT-0807,M07-07,Velaeth,M07-08,Pavoes,Tern Relay,Tern Relay,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0808,M07-08,Pavoes,M07-09,Hessadia,Tern Relay,Tern Relay,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0809,M07-09,Hessadia,M07-10,Wrenis,Tern Relay,Tern Relay,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0810,M07-10,Wrenis,M07-11,Galeneth,Tern Relay,Tern Relay,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0811,M07-11,Galeneth,M07-12,Navaiel,Tern Relay,Tern Relay,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Tern Relay local continuity route
RT-0812,M08-01,Xaroar,M08-02,Noxune,Oriel Chain,Oriel Chain,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0813,M08-09,Miraora,M08-01,Xaroar,Oriel Chain,Oriel Chain,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Oriel Chain gateway access
RT-0814,M08-12,Fennyr,M08-01,Xaroar,Oriel Chain,Oriel Chain,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0815,M08-02,Noxune,M08-03,Wreniel,Oriel Chain,Oriel Chain,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0816,M08-03,Wreniel,M08-04,Peraes,Oriel Chain,Oriel Chain,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0817,M08-04,Peraes,M08-05,Noxum,Oriel Chain,Oriel Chain,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0818,M08-09,Miraora,M08-04,Peraes,Oriel Chain,Oriel Chain,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Oriel Chain gateway access
RT-0819,M08-05,Noxum,M08-06,Xaroes,Oriel Chain,Oriel Chain,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0820,M08-09,Miraora,M08-05,Noxum,Oriel Chain,Oriel Chain,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Oriel Chain gateway access
RT-0821,M08-06,Xaroes,M08-07,Galeneon,Oriel Chain,Oriel Chain,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0822,M08-09,Miraora,M08-06,Xaroes,Oriel Chain,Oriel Chain,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Oriel Chain gateway access
RT-0823,M08-07,Galeneon,M08-08,Veyen,Oriel Chain,Oriel Chain,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0824,M08-09,Miraora,M08-07,Galeneon,Oriel Chain,Oriel Chain,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Oriel Chain gateway access
RT-0825,M08-08,Veyen,M08-09,Miraora,Oriel Chain,Oriel Chain,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0826,M08-09,Miraora,M08-10,Hessyr,Oriel Chain,Oriel Chain,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0827,M08-09,Miraora,M08-11,Pavoa,Oriel Chain,Oriel Chain,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Oriel Chain gateway access
RT-0828,M08-09,Miraora,M09-10,Garoeth,Oriel Chain,Varka Passage,regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Independent route contact
RT-0829,M08-10,Hessyr,M08-11,Pavoa,Oriel Chain,Oriel Chain,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0830,M08-11,Pavoa,M08-12,Fennyr,Oriel Chain,Oriel Chain,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Oriel Chain local continuity route
RT-0831,M09-01,Orinos,M09-02,Amonora,Varka Passage,Varka Passage,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Varka Passage local continuity route
RT-0832,M09-10,Garoeth,M09-01,Orinos,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0833,M09-12,Coradia,M09-01,Orinos,Varka Passage,Varka Passage,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Varka Passage local continuity route
RT-0834,M09-02,Amonora,M09-03,Noxan,Varka Passage,Varka Passage,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Varka Passage local continuity route
RT-0835,M09-10,Garoeth,M09-02,Amonora,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0836,M09-03,Noxan,M09-04,Quenin,Varka Passage,Varka Passage,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Varka Passage local continuity route
RT-0837,M09-04,Quenin,M09-05,Karaes,Varka Passage,Varka Passage,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Varka Passage local continuity route
RT-0838,M09-10,Garoeth,M09-04,Quenin,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0839,M09-05,Karaes,M09-06,Tavaeth,Varka Passage,Varka Passage,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Varka Passage local continuity route
RT-0840,M09-10,Garoeth,M09-05,Karaes,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0841,M09-06,Tavaeth,M09-07,Velaora,Varka Passage,Varka Passage,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Varka Passage local continuity route
RT-0842,M09-10,Garoeth,M09-06,Tavaeth,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0843,M09-07,Velaora,M09-08,Navaan,Varka Passage,Varka Passage,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Varka Passage local continuity route
RT-0844,M09-10,Garoeth,M09-07,Velaora,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0845,M09-08,Navaan,M09-09,Velaer,Varka Passage,Varka Passage,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Varka Passage local continuity route
RT-0846,M09-10,Garoeth,M09-08,Navaan,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0847,M09-09,Velaer,M09-10,Garoeth,Varka Passage,Varka Passage,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Varka Passage local continuity route
RT-0848,M09-10,Garoeth,M09-11,Caelara,Varka Passage,Varka Passage,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Varka Passage local continuity route
RT-0849,M09-10,Garoeth,M09-12,Coradia,Varka Passage,Varka Passage,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Varka Passage gateway access
RT-0850,M09-10,Garoeth,M10-04,Ravela,Varka Passage,Dove Belt,regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Mobile-route corridor
RT-0851,M09-11,Caelara,M09-12,Coradia,Varka Passage,Varka Passage,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Varka Passage local continuity route
RT-0852,M10-01,Navaor,M10-02,Tavais,Dove Belt,Dove Belt,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0853,M10-04,Ravela,M10-01,Navaor,Dove Belt,Dove Belt,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Dove Belt gateway access
RT-0854,M10-12,Peraum,M10-01,Navaor,Dove Belt,Dove Belt,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0855,M10-02,Tavais,M10-03,Darinis,Dove Belt,Dove Belt,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0856,M10-03,Darinis,M10-04,Ravela,Dove Belt,Dove Belt,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0857,M10-04,Ravela,M10-05,Perain,Dove Belt,Dove Belt,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0858,M10-04,Ravela,M10-07,Soriniel,Dove Belt,Dove Belt,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Dove Belt gateway access
RT-0859,M10-04,Ravela,M10-09,Velaune,Dove Belt,Dove Belt,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Dove Belt gateway access
RT-0860,M10-04,Ravela,M10-10,Raveles,Dove Belt,Dove Belt,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Dove Belt gateway access
RT-0861,M10-04,Ravela,M11-10,Amonin,Dove Belt,Thorn Foundry,regional,stable,1–4 days,2–14 days,cluster backbone,Repair/crew route
RT-0862,M10-05,Perain,M10-06,Haleadia,Dove Belt,Dove Belt,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0863,M10-06,Haleadia,M10-07,Soriniel,Dove Belt,Dove Belt,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0864,M10-07,Soriniel,M10-08,Darinen,Dove Belt,Dove Belt,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0865,M10-08,Darinen,M10-09,Velaune,Dove Belt,Dove Belt,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0866,M10-09,Velaune,M10-10,Raveles,Dove Belt,Dove Belt,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0867,M10-10,Raveles,M10-11,Coria,Dove Belt,Dove Belt,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0868,M10-11,Coria,M10-12,Peraum,Dove Belt,Dove Belt,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Dove Belt local continuity route
RT-0869,M11-01,Faroorn,M11-02,Fennorn,Thorn Foundry,Thorn Foundry,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0870,M11-10,Amonin,M11-01,Faroorn,Thorn Foundry,Thorn Foundry,cluster gateway spoke,intermittent,0.5–1.5 days,1–4 days,deterministic gateway spoke,Thorn Foundry gateway access
RT-0871,M11-12,Hesses,M11-01,Faroorn,Thorn Foundry,Thorn Foundry,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0872,M11-02,Fennorn,M11-03,Kestessa,Thorn Foundry,Thorn Foundry,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0873,M11-10,Amonin,M11-02,Fennorn,Thorn Foundry,Thorn Foundry,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Thorn Foundry gateway access
RT-0874,M11-03,Kestessa,M11-04,Quenora,Thorn Foundry,Thorn Foundry,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0875,M11-04,Quenora,M11-05,Orinum,Thorn Foundry,Thorn Foundry,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0876,M11-10,Amonin,M11-04,Quenora,Thorn Foundry,Thorn Foundry,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Thorn Foundry gateway access
RT-0877,M11-05,Orinum,M11-06,Darinia,Thorn Foundry,Thorn Foundry,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0878,M11-06,Darinia,M11-07,Esenyr,Thorn Foundry,Thorn Foundry,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0879,M11-07,Esenyr,M11-08,Galenes,Thorn Foundry,Thorn Foundry,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0880,M11-10,Amonin,M11-07,Esenyr,Thorn Foundry,Thorn Foundry,cluster gateway spoke,damaged,0.5–1.5 days,1–4 days,deterministic gateway spoke,Thorn Foundry gateway access
RT-0881,M11-08,Galenes,M11-09,Belessa,Thorn Foundry,Thorn Foundry,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0882,M11-10,Amonin,M11-08,Galenes,Thorn Foundry,Thorn Foundry,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Thorn Foundry gateway access
RT-0883,M11-09,Belessa,M11-10,Amonin,Thorn Foundry,Thorn Foundry,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Thorn Foundry local continuity route
RT-0884,M11-10,Amonin,M11-11,Areleth,Thorn Foundry,Thorn Foundry,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Thorn Foundry local continuity route
RT-0885,M11-10,Amonin,M11-12,Hesses,Thorn Foundry,Thorn Foundry,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Thorn Foundry gateway access
RT-0886,M11-10,Amonin,M12-12,Fennis,Thorn Foundry,Lentz Garden,regional,stable,1–4 days,2–14 days,cluster backbone,Industrial-medical route
RT-0887,M11-11,Areleth,M11-12,Hesses,Thorn Foundry,Thorn Foundry,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Thorn Foundry local continuity route
RT-0888,M12-01,Galenis,M12-02,Navaeth,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0889,M12-12,Fennis,M12-01,Galenis,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0890,M12-02,Navaeth,M12-03,Erisas,Lentz Garden,Lentz Garden,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0891,M12-12,Fennis,M12-02,Navaeth,Lentz Garden,Lentz Garden,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Lentz Garden gateway access
RT-0892,M12-03,Erisas,M12-04,Fennan,Lentz Garden,Lentz Garden,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0893,M12-04,Fennan,M12-05,Arelessa,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0894,M12-12,Fennis,M12-04,Fennan,Lentz Garden,Lentz Garden,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Lentz Garden gateway access
RT-0895,M12-05,Arelessa,M12-06,Torenos,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0896,M12-12,Fennis,M12-05,Arelessa,Lentz Garden,Lentz Garden,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Lentz Garden gateway access
RT-0897,M12-06,Torenos,M12-07,Corara,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0898,M12-12,Fennis,M12-06,Torenos,Lentz Garden,Lentz Garden,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Lentz Garden gateway access
RT-0899,M12-07,Corara,M12-08,Demeessa,Lentz Garden,Lentz Garden,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0900,M12-12,Fennis,M12-07,Corara,Lentz Garden,Lentz Garden,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Lentz Garden gateway access
RT-0901,M12-08,Demeessa,M12-09,Esenadia,Lentz Garden,Lentz Garden,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0902,M12-09,Esenadia,M12-10,Esenora,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0903,M12-10,Esenora,M12-11,Beles,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0904,M12-12,Fennis,M12-10,Esenora,Lentz Garden,Lentz Garden,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Lentz Garden gateway access
RT-0905,M12-11,Beles,M12-12,Fennis,Lentz Garden,Lentz Garden,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lentz Garden local continuity route
RT-0906,M12-12,Fennis,M13-04,Junoune,Lentz Garden,Or Archive,regional,stable,1–4 days,2–14 days,cluster backbone,Care and record route
RT-0907,M13-01,Iriaara,M13-02,Noxora,Or Archive,Or Archive,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0908,M13-04,Junoune,M13-01,Iriaara,Or Archive,Or Archive,cluster gateway spoke,damaged,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0909,M13-12,Karaorn,M13-01,Iriaara,Or Archive,Or Archive,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0910,M13-02,Noxora,M13-03,Ivenara,Or Archive,Or Archive,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0911,M13-04,Junoune,M13-02,Noxora,Or Archive,Or Archive,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0912,M13-03,Ivenara,M13-04,Junoune,Or Archive,Or Archive,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0913,M13-04,Junoune,M13-05,Haleis,Or Archive,Or Archive,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0914,M13-04,Junoune,M13-06,Wreneth,Or Archive,Or Archive,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0915,M13-04,Junoune,M13-07,Joraion,Or Archive,Or Archive,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0916,M13-04,Junoune,M13-08,Wrenorn,Or Archive,Or Archive,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0917,M13-04,Junoune,M13-09,Pavois,Or Archive,Or Archive,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0918,M13-04,Junoune,M13-10,Navaum,Or Archive,Or Archive,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0919,M13-04,Junoune,M13-11,Ossaora,Or Archive,Or Archive,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Or Archive gateway access
RT-0920,M13-04,Junoune,M14-11,Karaadia,Or Archive,Doan Roads,regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Record and route-federation link
RT-0921,M13-05,Haleis,M13-06,Wreneth,Or Archive,Or Archive,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0922,M13-06,Wreneth,M13-07,Joraion,Or Archive,Or Archive,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0923,M13-07,Joraion,M13-08,Wrenorn,Or Archive,Or Archive,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0924,M13-08,Wrenorn,M13-09,Pavois,Or Archive,Or Archive,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0925,M13-09,Pavois,M13-10,Navaum,Or Archive,Or Archive,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0926,M13-10,Navaum,M13-11,Ossaora,Or Archive,Or Archive,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0927,M13-11,Ossaora,M13-12,Karaorn,Or Archive,Or Archive,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Or Archive local continuity route
RT-0928,M14-01,Peraan,M14-02,Orinion,Doan Roads,Doan Roads,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0929,M14-11,Karaadia,M14-01,Peraan,Doan Roads,Doan Roads,cluster gateway spoke,damaged,0.5–1.5 days,1–4 days,deterministic gateway spoke,Doan Roads gateway access
RT-0930,M14-12,Karaen,M14-01,Peraan,Doan Roads,Doan Roads,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
