source_row_id,source_key,source_file,source_line,arc,section,source_id,title,normalized_record_ids,entry_kinds,primary_domain,domain_tags,desire_phases,record_states,acquisition_text,integration_text,cost_text,loss_exit_text,ending_text,later_reuse_text,entity_id_candidate,subject_ids,host_id_candidate,current_holder,canon_tier,classification_basis,classification_reason,review_flags,canon_promotion
NC-CL-S-000105,docs/09_collection/ga3-collection-registry-v1.md#G3-N08,docs/09_collection/ga3-collection-registry-v1.md,281,GA3,Node and Infrastructure Targets,G3-N08,Distributed Denial/Scuttle Authority,NC-CL-R-000331|NC-CL-R-000332|NC-CL-R-000333,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7|C8,DISCOVERY|SYNERGY|COMPLETION_LEGACY,G,,"segmented, public conditions and multiple custodians.",residual destruction capability and distrust.,,`G/L — controlled but not eliminated`.,not one red button; several physical/data/thermal mechanisms.,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000106,docs/09_collection/ga3-collection-registry-v1.md#G3-N09,docs/09_collection/ga3-collection-registry-v1.md,298,GA3,Node and Infrastructure Targets,G3-N09,Limited A+B+C Joint Reference Window,NC-CL-R-000334|NC-CL-R-000335,STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,SYNERGY|COMPLETION_LEGACY,G,E315–323.,convoy/traffic and city survival.,"low throughput, damage, strict timing and shared authority.",,`G — repeatable only with repair and local institutions`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000107,docs/09_collection/ga3-collection-registry-v1.md#G3-N10,docs/09_collection/ga3-collection-registry-v1.md,312,GA3,Node and Infrastructure Targets,G3-N10,L2 Candidate Path,NC-CL-R-000336|NC-CL-R-000337,STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,DISCOVERY|SYNERGY|COMPLETION_LEGACY,C,"E324–330 as recognized roadmap, not upgrade.","future investment, obligations and GA4 politics.","strategic targeting, regional responsibilities and debt.",,"`C — candidate path, months/years from completion`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000108,docs/09_collection/ga3-collection-registry-v1.md#G3-R01,docs/09_collection/ga3-collection-registry-v1.md,333,GA3,"Public-Service, Rights and Governance Targets",G3-R01,72-Hour Emergency Service Permit,NC-CL-R-000338|NC-CL-R-000339|NC-CL-R-000340,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E211–217.,berth/unload/initial work.,"no command, divided cargo and temporary scope.",,,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000109,docs/09_collection/ga3-collection-registry-v1.md#G3-R02,docs/09_collection/ga3-collection-registry-v1.md,347,GA3,"Public-Service, Rights and Governance Targets",G3-R02,Citywide Data-Sharing and Clock Report,NC-CL-R-000341|NC-CL-R-000342,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E218–232.,shared food/medical/thermal/node facts.,political exposure and weak-point disclosure.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000110,docs/09_collection/ga3-collection-registry-v1.md#G3-R03,docs/09_collection/ga3-collection-registry-v1.md,361,GA3,"Public-Service, Rights and Governance Targets",G3-R03,30-Day Minimum-Service Pact,NC-CL-R-000343|NC-CL-R-000344|NC-CL-R-000345,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,R,E233–240.,"food/air/medical, work, public clocks and emergency decision.","budget cuts, limited duration and faction leverage.",,`R/G — incorporated into joint trust minimums`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000111,docs/09_collection/ga3-collection-registry-v1.md#G3-R04,docs/09_collection/ga3-collection-registry-v1.md,375,GA3,"Public-Service, Rights and Governance Targets",G3-R04,Foundry Essential-Production Protocol,NC-CL-R-000346|NC-CL-R-000347|NC-CL-R-000348,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E241–247.,keeps critical production while strike/claims continue.,"lower output, worker/internal division and public resentment.",,`G — production rights/obligations in trust`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000112,docs/09_collection/ga3-collection-registry-v1.md#G3-R05,docs/09_collection/ga3-collection-registry-v1.md,389,GA3,"Public-Service, Rights and Governance Targets",G3-R05,Provisional Service Residency,NC-CL-R-000349|NC-CL-R-000350,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E248–254.,defined medical/ration/housing/work/representation access.,"registration burden, backlash, data/security disputes.",,"`G — reviewable local status, not full universal citizenship`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000113,docs/09_collection/ga3-collection-registry-v1.md#G3-R06,docs/09_collection/ga3-collection-registry-v1.md,403,GA3,"Public-Service, Rights and Governance Targets",G3-R06,Three-Body Representation Board,NC-CL-R-000351|NC-CL-R-000352,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,R,E264–270.,Phase 3 allocation and later siege governance.,"slow, incomplete and contested.",,`R/G — precursor incorporated into larger joint trust`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000114,docs/09_collection/ga3-collection-registry-v1.md#G3-R07,docs/09_collection/ga3-collection-registry-v1.md,420,GA3,"Public-Service, Rights and Governance Targets",G3-R07,Segmented Civilian Defense Charter,NC-CL-R-000353|NC-CL-R-000354|NC-CL-R-000355,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E271–277; revised through siege.,"district/technical rules, external coordination and local force authority.","delay, unit refusal and divided command.",,`G — standing local defense under civilian review`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000115,docs/09_collection/ga3-collection-registry-v1.md#G3-R08,docs/09_collection/ga3-collection-registry-v1.md,434,GA3,"Public-Service, Rights and Governance Targets",G3-R08,Helix Emergency Supply/Facility Agreement,NC-CL-R-000356|NC-CL-R-000357|NC-CL-R-000358,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,C,E278–284.,"medicine, parts and facility continuity.","debt, bounded creditor rights, local employee split and sanctions.",,`C/G — remains contested contract`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000116,docs/09_collection/ga3-collection-registry-v1.md#G3-R09,docs/09_collection/ga3-collection-registry-v1.md,448,GA3,"Public-Service, Rights and Governance Targets",G3-R09,Narrow Imperial Coordination Accord,NC-CL-R-000359|NC-CL-R-000360,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,C,E293–300.,external fleet/authentication/service coordination.,"central foothold, local opposition and limited emergency power.",,"`C/G — time-limited treaty term, not sovereignty transfer`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000117,docs/09_collection/ga3-collection-registry-v1.md#G3-R10,docs/09_collection/ga3-collection-registry-v1.md,462,GA3,"Public-Service, Rights and Governance Targets",G3-R10,Delegated Standing Rules,NC-CL-R-000361|NC-CL-R-000362,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E308–314 after command delay/loss.,local fronts act without waiting for central approval.,local error and accountability; less global optimization.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000118,docs/09_collection/ga3-collection-registry-v1.md#G3-R11,docs/09_collection/ga3-collection-registry-v1.md,476,GA3,"Public-Service, Rights and Governance Targets",G3-R11,Ardis Node Joint Trust Charter,NC-CL-R-000363|NC-CL-R-000364|NC-CL-R-000365|NC-CL-R-000366|NC-CL-R-000367,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7|C8,SYNERGY|COMPLETION_LEGACY,G,E324–330.,city/node runs after heroes leave.,"slow, underfunded, sanctionable, oppositional and capturable.",,`G — grand-act institutional reward`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000119,docs/09_collection/ga3-collection-registry-v1.md#G3-R12,docs/09_collection/ga3-collection-registry-v1.md,501,GA3,"Public-Service, Rights and Governance Targets",G3-R12,Local Succession/Operator Training Program,NC-CL-R-000368|NC-CL-R-000369|NC-CL-R-000370,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,C,E285–330.,reduces dependence on AR-NOD-001 and imported experts.,knowledge/security risk and long training time.,,"`C/G — begun, not completed`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000120,docs/09_collection/ga3-collection-registry-v1.md#G3-D01,docs/09_collection/ga3-collection-registry-v1.md,519,GA3,"Defense, Fleet and Production Targets",G3-D01,Public Defense Readiness Map,NC-CL-R-000371|NC-CL-R-000372,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E271–277.,sector/resource allocation and exposes false readiness.,enemies/factions learn weak points.,,`G/R`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000121,docs/09_collection/ga3-collection-registry-v1.md#G3-D02,docs/09_collection/ga3-collection-registry-v1.md,533,GA3,"Defense, Fleet and Production Targets",G3-D02,Local Utility-Frame Defense Network,NC-CL-R-000373|NC-CL-R-000374|NC-CL-R-000375,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C2,SYNERGY|COMPLETION_LEGACY,G,Foundry/Transit/Custodian/Defense teams.,"repair, rescue, local capture and district defense.","uneven training, worker militarization and equipment loss.",,"`G — local civil-defense/technical network, not P-001 squadron`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000122,docs/09_collection/ga3-collection-registry-v1.md#G3-D03,docs/09_collection/ga3-collection-registry-v1.md,547,GA3,"Defense, Fleet and Production Targets",G3-D03,Combined Approach/Convoy Plan,NC-CL-R-000376|NC-CL-R-000377|NC-CL-R-000378,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5,SYNERGY|COMPLETION_LEGACY,G,E293–307.,"local fleet, first ship, Neutral/Imperial/other formations.",multiple rules of engagement and slower coordination.,,"`G/L — used in siege, later revised`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000123,docs/09_collection/ga3-collection-registry-v1.md#G3-D04,docs/09_collection/ga3-collection-registry-v1.md,561,GA3,"Defense, Fleet and Production Targets",G3-D04,Foundry Open-Production Cell,NC-CL-R-000379|NC-CL-R-000380,STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C2,SYNERGY|COMPLETION_LEGACY,G,E241–270.,"node parts, frame/ship repair and GA5 lineage.","materials, liability, local labor credit and Helix sanctions.",,`G — locally governed production capability`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000124,docs/09_collection/ga3-collection-registry-v1.md#G3-D05,docs/09_collection/ga3-collection-registry-v1.md,575,GA3,"Defense, Fleet and Production Targets",G3-D05,Fixed Defense Segmentation,NC-CL-R-000381|NC-CL-R-000382,STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,SYNERGY|COMPLETION_LEGACY,G,E271–323.,separates traffic/node/civilian controls and limits single seizure.,reduced coordination/fire efficiency.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000125,docs/09_collection/ga3-collection-registry-v1.md#G3-D06,docs/09_collection/ga3-collection-registry-v1.md,589,GA3,"Defense, Fleet and Production Targets",G3-D06,Major Loss Record,NC-CL-R-000383|NC-CL-R-000384,CONTROL_CLAIM|STATE_TRANSITION,C3,C3,SYNERGY|COMPLETION_LEGACY,G,E308–314.,demonstrates cost of delayed plural command and shapes later opposition.,,,`G — publicly attributed with disputed responsibility; not erased by victory`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000126,docs/09_collection/ga3-collection-registry-v1.md#G3-M01,docs/09_collection/ga3-collection-registry-v1.md,610,GA3,"Mystery, Identity and Symbolic Targets",G3-M01,Original Ardis Accident Record Fragments,NC-CL-R-000385|NC-CL-R-000386|NC-CL-R-000387|NC-CL-R-000388,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4,DISCOVERY|SYNERGY|COMPLETION_LEGACY,C,E225–292 in fragments.,"shows political edits, identity closure and Continuity-era architecture.",current leaders/institutions implicated; incomplete.,,"`C/R — enough for GA4/8, not complete truth`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000127,docs/09_collection/ga3-collection-registry-v1.md#G3-M02,docs/09_collection/ga3-collection-registry-v1.md,627,GA3,"Mystery, Identity and Symbolic Targets",G3-M02,Historically Impossible Ardis Restoration,NC-CL-R-000389|NC-CL-R-000390,STATE_TRANSITION|NARRATIVE_PROMISE,C4,C4,DISCOVERY|SYNERGY|COMPLETION_LEGACY,R,,P-001’s future regional map invalidated.,,,`R — Archive adapts awkwardly or changes labels/counts`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000128,docs/09_collection/ga3-collection-registry-v1.md#G3-M03,docs/09_collection/ga3-collection-registry-v1.md,641,GA3,"Mystery, Identity and Symbolic Targets",G3-M03,Multiple Valid Imperial Succession Protocols,NC-CL-R-000391|NC-CL-R-000392|NC-CL-R-000393|NC-CL-R-000394,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4|C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,T,E324–330.,launches GA4.,no immediate single rightful answer; Ardis route becomes prize.,,`T/I — one new CORE question only`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000129,docs/09_collection/ga3-collection-registry-v1.md#G3-I01,docs/09_collection/ga3-collection-registry-v1.md,658,GA3,"Mystery, Identity and Symbolic Targets",G3-I01,“City That Repairs What Others Abandon” Public Identity,NC-CL-R-000395|NC-CL-R-000396|NC-CL-R-000397|NC-CL-R-000398,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4|C8,DISCOVERY|COMPLETION_LEGACY,R,,,can erase those excluded or force city to accept impossible burdens.,,`R — multiple local versions remain`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000130,docs/09_collection/ga3-collection-registry-v1.md#G3-I02,docs/09_collection/ga3-collection-registry-v1.md,669,GA3,"Mystery, Identity and Symbolic Targets",G3-I02,Ardis as Reproducible Governance Precedent,NC-CL-R-000399|NC-CL-R-000400|NC-CL-R-000401,STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4|C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,G,emergency/service/defense/joint-trust process.,"GA4 legal fight, GA5 fleet support and GA10 plural authority.",model has documented failures and cannot be copied unchanged.,,`G`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000131,docs/09_collection/ga4-collection-registry-v1.md#G4-P01,docs/09_collection/ga4-collection-registry-v1.md,30,GA4,Claimant and Institutional Relationships,G4-P01,Registered Heir Relationship,NC-CL-R-000402|NC-CL-R-000403|NC-CL-R-000404|NC-CL-R-000405,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY,G,"public/court access, partial accession and protection.",ceremonial/public legitimacy in compact.,"endorsement pressure, dynastic suppression and public polarization.",,`G/L — bounded crown role or continuing claimant; independent constituency remains`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000132,docs/09_collection/ga4-collection-registry-v1.md#G4-P02,docs/09_collection/ga4-collection-registry-v1.md,44,GA4,Claimant and Institutional Relationships,G4-P02,Designated Regent Relationship,NC-CL-R-000406|NC-CL-R-000407|NC-CL-R-000408|NC-CL-R-000409,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY,G,civil-service/service continuity and executive offer.,time-limited audited executive role.,"classification, fund/appointment control and dependency.",,`G — bounded executive/regency with sunset/removal`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000133,docs/09_collection/ga4-collection-registry-v1.md#G4-P03,docs/09_collection/ga4-collection-registry-v1.md,58,GA4,Claimant and Institutional Relationships,G4-P03,Emergency Protector Relationship,NC-CL-R-000410|NC-CL-R-000411|NC-CL-R-000412|NC-CL-R-000413,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY,C,military crisis and operational peer recognition.,narrow military coordination/protector role.,"occupation, communication suspension, fleet/province mistrust.",,`C/G/L — accepts bounded role or carries major rejecter forces into GA5`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
